HGNC ID	Approved symbol	Chromosome	Chromosome location	Ensembl gene ID	NCBI gene ID	UCSC gene ID	UniProt accession	OMIM ID	Orphanet ID
HGNC:4883	CFH	1	1q31.3	ENSG00000000971	3075	uc001gtj.4	P08603	134370	119363
HGNC:4888	CFHR1	1	1q31.3	ENSG00000244414	3078	uc001gtn.4	Q03591	134371	286578
HGNC:4890	CFHR2	1	1q31.3	ENSG00000080910	3080	uc001gtq.2	P36980	600889	
HGNC:16980	CFHR3	1	1q31.3	ENSG00000116785	10878	uc001gtl.4	Q02985	605336	286593
HGNC:16979	CFHR4	1	1q31.3	ENSG00000134365	10877	uc009wyy.3	Q92496	605337	474489
HGNC:24668	CFHR5	1	1q31.3	ENSG00000134389	81494	uc001gts.5	Q9BXR6	608593	286604
HGNC:5394	CFI	4	4q25	ENSG00000205403	3426	uc003hzr.5	P05156	217030	119371
HGNC:1874	CFL1	11	11q13.1	ENSG00000172757	1072	uc001oft.4	P23528	601442	
HGNC:1875	CFL2	14	14q13.1	ENSG00000165410	1073	uc001wsh.4	Q9Y281	601443	119377
HGNC:1876	CFLAR	2	2q33.1	ENSG00000003402	8837	uc002uxb.5	O15519	603599	
HGNC:8864	CFP	X	Xp11.23	ENSG00000126759	5199	uc004dih.4	P27918	300383	119379
HGNC:1884	CFTR	7	7q31.2	ENSG00000001626	1080	uc003vjd.4	P13569	602421	119382
HGNC:1885	CGA	6	6q14.3	ENSG00000135346	1081	uc003plj.3	P01215	118850	470072
HGNC:21367	CGAS	6	6q13	ENSG00000164430	115004	uc003pgx.2	Q8N884	613973	
HGNC:16721	CGB1	19	19q13.33	ENSG00000267631	114335	uc002plx.4	A6NKQ9	608823	
HGNC:16722	CGB2	19	19q13.33	ENSG00000104818	114336	uc002plw.4	Q6NT52	608824	
HGNC:1886	CGB3	19	19q13.33	ENSG00000104827	1082	uc002plv.3	P0DN86	118860	
HGNC:16452	CGB5	19	19q13.33	ENSG00000189052	93659	uc002ply.4	P0DN86	608825	
HGNC:16451	CGB7	19	19q13.33	ENSG00000196337	94027	uc061ayv.1	P0DN87	608826	
HGNC:16453	CGB8	19	19q13.33	ENSG00000213030	94115	uc002pmb.5	P0DN86	608827	
HGNC:1888	CGGBP1	3	3p11.1	ENSG00000163320	8545	uc003dqu.4	Q9UFW8	603363	
HGNC:17429	CGN	1	1q21.3	ENSG00000143375	57530	uc009wmw.4	Q9P2M7	609473	
HGNC:25931	CGNL1	15	15q21.3	ENSG00000128849	84952	uc002aeg.3	Q0VF96	607856	
HGNC:16962	CGREF1	2	2p23.3	ENSG00000138028	10669	uc021vfa.2	Q99674	606137	
HGNC:15528	CGRRF1	14	14q22.2	ENSG00000100532	10668	uc001xay.4	Q99675	606138	
HGNC:1907	CH25H	10	10q23.31	ENSG00000138135	9023	uc001kfz.4	O95992	604551	
HGNC:28680	CHAC1	15	15q15.1	ENSG00000128965	79094	uc059hwj.1	Q9BUX1	614587	470074
HGNC:32363	CHAC2	2	2p16.2	ENSG00000143942	494143	uc002rxk.2	Q8WUX2	617446	
HGNC:1909	CHAD	17	17q21.33	ENSG00000136457	1101	uc010dbr.4	O15335	602178	
HGNC:25165	CHADL	22	22q13.2	ENSG00000100399	150356	uc003azq.5	Q6NUI6	616236	
HGNC:1910	CHAF1A	19	19p13.3	ENSG00000167670	10036	uc002mal.4	Q13111	601246	
HGNC:1911	CHAF1B	21	21q22.12-q22.13	ENSG00000159259	8208	uc002yvj.4	Q13112	601245	
HGNC:20311	CHAMP1	13	13q34	ENSG00000198824	283489	uc001vuv.4	Q96JM3	616327	460746
HGNC:1912	CHAT	10	10q11.23	ENSG00000070748	1103	uc001jhz.2	P28329	118490	119387
HGNC:23518	CHCHD1	10	10q22.2	ENSG00000172586	118487	uc001jvc.5	Q96BP2	608842	
HGNC:21645	CHCHD2	7	7p11.2	ENSG00000106153	51142	uc003tsa.4	Q9Y6H1	616244	
HGNC:21906	CHCHD3	7	7q32.3-q33	ENSG00000106554	54927	uc003vre.4	Q9NX63	613748	470076
HGNC:26467	CHCHD4	3	3p25.1	ENSG00000163528	131474	uc003byj.5	Q8N4Q1	611077	470078
HGNC:17840	CHCHD5	2	2q14.1	ENSG00000125611	84269	uc002thz.2	Q9BSY4	616978	
HGNC:28184	CHCHD6	3	3q21.3	ENSG00000159685	84303	uc003ejf.3	Q9BRQ6	615634	470080
HGNC:28314	CHCHD7	8	8q12.1	ENSG00000170791	79145	uc003xsx.4	Q9BUK0	611238	
HGNC:15559	CHCHD10	22	22q11.23	ENSG00000250479	400916	uc062cgg.1	Q8WYQ3	615903	406765
HGNC:1915	CHD1	5	5q15-q21.1	ENSG00000153922	1105	uc063frt.1	O14646	602118	
HGNC:1916	CHD1L	1	1q21.1	ENSG00000131778	9557	uc001epm.6	Q86WJ1	613039	470082
HGNC:1917	CHD2	15	15q26.1	ENSG00000173575	1106	uc002bsp.4	O14647	602119	361114
HGNC:1918	CHD3	17	17p13.1	ENSG00000170004	1107	uc002gjd.3	Q12873	602120	
HGNC:1919	CHD4	12	12p13.31	ENSG00000111642	1108	uc001qpo.4	Q14839	603277	470084
HGNC:16816	CHD5	1	1p36.31	ENSG00000116254	26038	uc001amb.3	Q8TDI0	610771	470086
HGNC:19057	CHD6	20	20q12	ENSG00000124177	84181	uc002xka.3	Q8TD26	616114	470090
HGNC:20626	CHD7	8	8q12.2	ENSG00000171316	55636	uc003xue.4	Q9P2D1	608892	119389
HGNC:20153	CHD8	14	14q11.2	ENSG00000100888	57680	uc001was.3	Q9HCK8	610528	321632
HGNC:25701	CHD9	16	16q12.2	ENSG00000177200	80205	uc002egy.4	Q3L8U1	616936	
HGNC:24288	CHDH	3	3p21.1	ENSG00000016391	55349	uc003dgz.4	Q8NE62		470092
HGNC:1925	CHEK1	11	11q24.2	ENSG00000149554	1111	uc001qcf.5	O14757	603078	470094
HGNC:16627	CHEK2	22	22q12.1	ENSG00000183765	11200	uc003adu.2	O96017	604373	119394
HGNC:16930	CHERP	19	19p13.11	ENSG00000085872	10523	uc002nei.2	Q8IWX8	618539	
HGNC:20455	CHFR	12	12q24.33	ENSG00000072609	55743	uc001ulf.3	Q96EP1	605209	
HGNC:1929	CHGA	14	14q32.12	ENSG00000100604	1113	uc001ybc.6	P10645	118910	
HGNC:1930	CHGB	20	20p12.3	ENSG00000089199	1114	uc002wmg.4	P05060	118920	
HGNC:1932	CHI3L1	1	1q32.1	ENSG00000133048	1116	uc001gzi.3	P36222	601525	
HGNC:1933	CHI3L2	1	1p13.2	ENSG00000064886	1117	uc057jho.1	Q15782	601526	
HGNC:17432	CHIA	1	1p13.2	ENSG00000134216	27159	uc001eas.5	Q9BZP6	606080	
HGNC:1934	CHIC1	X	Xq13.2	ENSG00000204116	53344	uc004ebk.5	Q5VXU3	300922	
HGNC:1935	CHIC2	4	4q12	ENSG00000109220	26511	uc003haj.3	Q9UKJ5	604332	
HGNC:28474	CHID1	11	11p15.5	ENSG00000177830	66005	uc010qww.3	Q9BWS9	615692	
HGNC:1936	CHIT1	1	1q32.1	ENSG00000133063	1118	uc001gzn.3	Q13231	600031	
HGNC:1937	CHKA	11	11q13.2	ENSG00000110721	1119	uc001onj.4	P35790	118491	
HGNC:1938	CHKB	22	22q13.33	ENSG00000100288	1120	uc003bmv.4	Q9Y259	612395	280675
HGNC:1939	CHL1	3	3p26.3	ENSG00000134121	10752	uc003bot.4	O00533	607416	166396
HGNC:1940	CHM	X	Xq21.2	ENSG00000188419	1121	uc004eet.3	P24386	300390	119402
HGNC:1941	CHML	1	1q43	ENSG00000203668	1122	uc001hzd.4	P26374	118825	
HGNC:8740	CHMP1A	16	16q24.3	ENSG00000131165	5119	uc002fnu.5	Q9HD42	164010	327388
HGNC:24287	CHMP1B	18	18p11.21	ENSG00000255112	57132	uc002kqe.4	Q7LBR1	606486	
HGNC:30216	CHMP2A	19	19q13.43	ENSG00000130724	27243	uc002qtk.4	O43633	610893	
HGNC:24537	CHMP2B	3	3p11.2	ENSG00000083937	25978	uc003dqp.5	Q9UQN3	609512	119407
HGNC:29865	CHMP3	2	2p11.2	ENSG00000115561	51652	uc002srj.4	Q9Y3E7	610052	
HGNC:20274	CHMP4A	14	14q12	ENSG00000254505	29082	uc059abq.1	Q9BY43	610051	
HGNC:16171	CHMP4B	20	20q11.22	ENSG00000101421	128866	uc002xaa.4	Q9H444	610897	139158
HGNC:30599	CHMP4C	8	8q21.13	ENSG00000164695	92421	uc003ycl.4	Q96CF2	610899	
HGNC:26942	CHMP5	9	9p13.3	ENSG00000086065	51510	uc003zsm.5	Q9NZZ3	610900	
HGNC:25675	CHMP6	17	17q25.3	ENSG00000176108	79643	uc002jyw.4	Q96FZ7	610901	
HGNC:28439	CHMP7	8	8p21.3	ENSG00000147457	91782	uc003xdc.3	Q8WUX9	611130	
HGNC:1943	CHN1	2	2q31.1	ENSG00000128656	1123	uc002uji.4	P15882	118423	182553
HGNC:1944	CHN2	7	7p14.3	ENSG00000106069	1124	uc003szz.4	P52757	602857	
HGNC:17807	CHODL	21	21q21.1	ENSG00000154645	140578	uc002ykv.5	Q9H9P2	607247	
HGNC:14525	CHORDC1	11	11q14.3	ENSG00000110172	26973	uc001pdg.4	Q9UHD1	604353	
HGNC:17433	CHP1	15	15q15.1	ENSG00000187446	11261	uc001znl.4	Q99653	606988	
HGNC:24927	CHP2	16	16p12.2	ENSG00000166869	63928	uc002dmb.2	O43745		
HGNC:24291	CHPF	2	2q35	ENSG00000123989	79586	uc002vmc.5	Q8IZ52	610405	
HGNC:29270	CHPF2	7	7q36.1	ENSG00000033100	54480	uc003wjr.3	Q9P2E5	608037	
HGNC:17852	CHPT1	12	12q23.2	ENSG00000111666	56994	uc001tin.4	Q8WUD6	616747	
HGNC:13544	CHRAC1	8	8q24.3	ENSG00000104472	54108	uc003yvl.4	Q9NRG0	607268	
HGNC:1949	CHRD	3	3q27.1	ENSG00000090539	8646	uc003fov.3	Q9H2X0	603475	
HGNC:29861	CHRDL1	X	Xq23	ENSG00000101938	91851	uc065arx.1	Q9BU40	300350	292376
HGNC:24168	CHRDL2	11	11q13.4	ENSG00000054938	25884	uc001ovh.5	Q6WN34	613127	
HGNC:15781	CHRFAM7A	15	15q13.2	ENSG00000166664	89832	uc001zdt.2	Q494W8	609756	
HGNC:1950	CHRM1	11	11q12.3	ENSG00000168539	1128	uc001nwi.4	P11229	118510	
HGNC:1951	CHRM2	7	7q33	ENSG00000181072	1129	uc003vtg.2	P08172	118493	470096
HGNC:1952	CHRM3	1	1q43	ENSG00000133019	1131	uc001hyp.4	P20309	118494	299148
HGNC:1953	CHRM4	11	11p11.2	ENSG00000180720	1132	uc001nct.2	P08173	118495	
HGNC:1954	CHRM5	15	15q14	ENSG00000184984	1133	uc001zhk.2	P08912	118496	
HGNC:1955	CHRNA1	2	2q31.1	ENSG00000138435	1134	uc002uje.3	P02708	100690	119411
HGNC:1956	CHRNA2	8	8p21.2	ENSG00000120903	1135	uc010lur.5	Q15822	118502	159345
HGNC:1957	CHRNA3	15	15q25.1	ENSG00000080644	1136	uc002bec.4	P32297	118503	
HGNC:1958	CHRNA4	20	20q13.33	ENSG00000101204	1137	uc002yes.4	P43681	118504	119414
HGNC:1959	CHRNA5	15	15q25.1	ENSG00000169684	1138	uc002bdy.3	P30532	118505	
HGNC:15963	CHRNA6	8	8p11.21	ENSG00000147434	8973	uc003xpj.5	Q15825	606888	
HGNC:1960	CHRNA7	15	15q13.3	ENSG00000175344	1139	uc001zft.5	P36544	118511	264663
HGNC:14079	CHRNA9	4	4p14	ENSG00000174343	55584	uc003gva.2	Q9UGM1	605116	
HGNC:13800	CHRNA10	11	11p15.4	ENSG00000129749	57053	uc001lyf.3	Q9GZZ6	606372	
HGNC:1961	CHRNB1	17	17p13.1	ENSG00000170175	1140	uc002ghb.4	P11230	100710	119419
HGNC:1962	CHRNB2	1	1q21.3	ENSG00000160716	1141	uc001ffg.4	P17787	118507	165966
HGNC:1963	CHRNB3	8	8p11.21	ENSG00000147432	1142	uc003xpi.2	Q05901	118508	
HGNC:1964	CHRNB4	15	15q25.1	ENSG00000117971	1143	uc002bed.2	P30926	118509	
HGNC:1965	CHRND	2	2q37.1	ENSG00000135902	1144	uc002vsw.5	Q07001	100720	119422
HGNC:1966	CHRNE	17	17p13.2	ENSG00000108556	1145	uc002fzk.2	Q04844	100725	119425
HGNC:1967	CHRNG	2	2q37.1	ENSG00000196811	1146	uc002vsx.1	P07510	100730	119428
HGNC:1969	CHST1	11	11p11.2	ENSG00000175264	8534	uc001mys.3	O43916	603797	
HGNC:1970	CHST2	3	3q24	ENSG00000175040	9435	uc003evm.4	Q9Y4C5	603798	
HGNC:1971	CHST3	10	10q22.1	ENSG00000122863	9469	uc001jsn.4	Q7LGC8	603799	119431
HGNC:1972	CHST4	16	16q22.2	ENSG00000140835	10164	uc002fan.4	Q8NCG5		
HGNC:1973	CHST5	16	16q23.1	ENSG00000135702	23563	uc002fei.4	Q9GZS9	604817	
HGNC:6938	CHST6	16	16q23.1	ENSG00000183196	4166	uc002fef.4	Q9GZX3	605294	119435
HGNC:13817	CHST7	X	Xp11.3	ENSG00000147119	56548	uc004dgt.5	Q9NS84	300375	
HGNC:15993	CHST8	19	19q13.11	ENSG00000124302	64377	uc002nus.5	Q9H2A9	610190	363954
HGNC:19898	CHST9	18	18q11.2	ENSG00000154080	83539	uc002kwe.5	Q7L1S5	610191	
HGNC:19650	CHST10	2	2q11.2	ENSG00000115526	9486	uc002tam.4	O43529	606376	
HGNC:17422	CHST11	12	12q23.3	ENSG00000171310	50515	uc001tkz.4	Q9NPF2	610128	
HGNC:17423	CHST12	7	7p22.3	ENSG00000136213	55501	uc003smc.4	Q9NRB3	610129	
HGNC:21755	CHST13	3	3q21.3	ENSG00000180767	166012	uc003eja.4	Q8NET6	610124	
HGNC:24464	CHST14	15	15q15.1	ENSG00000169105	113189	uc001zlw.4	Q8NCH0	608429	226058
HGNC:18137	CHST15	10	10q26.13	ENSG00000182022	51363	uc001lhn.4	Q7LFX5	608277	
HGNC:17198	CHSY1	15	15q26.3	ENSG00000131873	22856	uc021sxt.1	Q86X52	608183	365084
HGNC:24293	CHSY3	5	5q23.3	ENSG00000198108	337876	uc003kvd.4	Q70JA7	609963	
HGNC:24353	CHTF8	16	16q22.1	ENSG00000168802	54921	uc002ewp.3	P0CG13	613202	
HGNC:18435	CHTF18	16	16p13.3	ENSG00000127586	63922	uc002cke.4	Q8WVB6	613201	
HGNC:24511	CHTOP	1	1q21.3	ENSG00000160679	26097	uc001fcm.3	Q9Y3Y2	614206	
HGNC:1974	CHUK	10	10q24.31	ENSG00000213341	1147	uc001kqp.4	O15111	600664	469582
HGNC:20099	CHURC1	14	14q23.3	ENSG00000258289	91612	uc059ckt.1	Q8WUH1	608577	
HGNC:14280	CIAO1	2	2q11.2	ENSG00000144021	9391	uc002svs.4	O76071	604333	
HGNC:26235	CIAO2A	15	15q22.31	ENSG00000166797	84191	uc002amt.3	Q9H5X1	618382	
HGNC:24261	CIAO2B	16	16q22.1	ENSG00000166595	51647	uc059vme.1	Q9Y3D0	614778	
HGNC:14179	CIAO3	16	16p13.3	ENSG00000103245	64428	uc002cjr.4	Q9H6Q4	611118	
HGNC:28050	CIAPIN1	16	16q21	ENSG00000005194	57019	uc002ell.2	Q6FI81	608943	
HGNC:25200	CIART	1	1q21.2	ENSG00000159208	148523		Q8N365	615782	
HGNC:16920	CIB1	15	15q26.1	ENSG00000185043	10519	uc002bpb.5	Q99828	602293	470098
HGNC:24579	CIB2	15	15q25.1	ENSG00000136425	10518	uc002bdb.3	O75838	605564	316333
HGNC:24580	CIB3	19	19p13.11	ENSG00000141977	117286	uc002nds.4	Q96Q77	610645	
HGNC:33703	CIB4	2	2p23.3	ENSG00000157884	130106	uc002rhm.4	A0PJX0	610646	
HGNC:30452	CIBAR1	8	8q22.1	ENSG00000188343	137392	uc064ons.1	A1XBS5	617273	
HGNC:24781	CIBAR2	16	16q24.1	ENSG00000153789	339145	uc059xyr.1	Q6ZTR7	617274	
HGNC:14214	CIC	19	19q13.2	ENSG00000079432	23152	uc002otf.1	Q96RK0	612082	
HGNC:1976	CIDEA	18	18p11.21	ENSG00000176194	1149	uc002kqt.5	O60543	604440	
HGNC:1977	CIDEB	14	14q12	ENSG00000136305	27141	uc001woo.4	Q9UHD4	604441	
HGNC:24229	CIDEC	3	3p25.3	ENSG00000187288	63924	uc003btq.4	Q96AQ7	612120	444087
HGNC:7067	CIITA	16	16p13.13	ENSG00000179583	4261	uc002dai.5	P33076	600005	119442
HGNC:21219	CILK1	6	6p12.1	ENSG00000112144	22858	uc003pbh.3	Q9UPZ9	612325	201496
HGNC:1980	CILP	15	15q22.31	ENSG00000138615	8483	uc002aon.3	O75339	603489	
HGNC:24213	CILP2	19	19p13.11	ENSG00000160161	148113	uc002nmv.4	Q8IUL8	612419	
HGNC:23789	CINP	14	14q32.31	ENSG00000100865	51550	uc059fna.1	Q9BW66	613362	
HGNC:29302	CIP2A	3	3q13.13	ENSG00000163507	57650	uc003dxb.5	Q8TCG1	610643	
HGNC:20365	CIPC	14	14q24.3	ENSG00000198894	85457		Q9C0C6	616995	470100
HGNC:24217	CIR1	2	2q31.1	ENSG00000138433	9541	uc002uim.4	Q86X95	605228	
HGNC:1982	CIRBP	19	19p13.3	ENSG00000099622	1153	uc060qxg.1	Q14011	602649	
HGNC:30880	CISD1	10	10q21.1	ENSG00000122873	55847	uc001jkc.6	Q9NZ45	611932	
HGNC:24212	CISD2	4	4q24	ENSG00000145354	493856	uc003hwt.5	Q8N5K1	611507	166722
HGNC:27578	CISD3	17	17q12	ENSG00000277972	284106	uc032gls.2	P0C7P0	611933	
HGNC:1984	CISH	3	3p21.2	ENSG00000114737	1154	uc003dax.4	Q9NSE2	602441	
HGNC:1985	CIT	12	12q24.23	ENSG00000122966	11113	uc001txi.3	O14578	605629	464175
HGNC:1986	CITED1	X	Xq13.1	ENSG00000125931	4435	uc004eat.4	Q99966	300149	
HGNC:1987	CITED2	6	6q24.1	ENSG00000164442	10370	uc003qip.3	Q99967	602937	240691
HGNC:18696	CITED4	1	1p34.2	ENSG00000179862	163732	uc001cgj.4	Q96RK1	606815	
HGNC:16744	CIZ1	9	9q34.11	ENSG00000148337	25792	uc004btt.4	Q9ULV3	611420	470102
HGNC:1990	CKAP2	13	13q14.3	ENSG00000136108	26586	uc001vgu.4	Q8WWK9	611569	
HGNC:26877	CKAP2L	2	2q14.1	ENSG00000169607	150468	uc002tie.3	Q8IYA6	616174	418214
HGNC:16991	CKAP4	12	12q23.3	ENSG00000136026	10970	uc001tlk.4	Q07065	618595	
HGNC:28959	CKAP5	11	11p11.2	ENSG00000175216	9793	uc001ndi.3	Q14008	611142	
HGNC:1991	CKB	14	14q32.33	ENSG00000166165	1152	uc001ynf.3	P12277	123280	
HGNC:13253	CKLF	16	16q21	ENSG00000217555	51192	uc002eow.4	Q9UBR5	616074	
HGNC:1994	CKM	19	19q13.32	ENSG00000104879	1158	uc002pbd.5	P06732	123310	
HGNC:31736	CKMT1A	15	15q15.3	ENSG00000223572	548596	uc001zsn.3	P12532	613415	
HGNC:1995	CKMT1B	15	15q15.3	ENSG00000237289	1159	uc001zsc.3	P12532	123290	
HGNC:1996	CKMT2	5	5q14.1	ENSG00000131730	1160	uc003khd.5	P17540	123295	
HGNC:19083	CKS1B	1	1q21.3	ENSG00000173207	1163	uc001fgb.4	P61024	116900	
HGNC:2000	CKS2	9	9q22.2	ENSG00000123975	1164	uc004aqh.3	P33552	116901	
HGNC:17088	CLASP1	2	2q14.2-q14.3	ENSG00000074054	23332	uc061nli.1	Q7Z460	605852	470636
HGNC:17078	CLASP2	3	3p22.3	ENSG00000163539	23122	uc062hxz.1	O75122	605853	
HGNC:17731	CLASRP	19	19q13.32	ENSG00000104859	11129	uc002pak.3	Q8N2M8	618532	
HGNC:20126	CLBA1	14	14q32.33	ENSG00000140104	122616	uc001ypy.2	Q96F83		
HGNC:2014	CLC	19	19q13.2	ENSG00000105205	1178	uc002omh.4	Q05315	153310	
HGNC:2015	CLCA1	1	1p22.3	ENSG00000016490	1179	uc057ibt.1	A8K7I4	603906	
HGNC:2016	CLCA2	1	1p22.3	ENSG00000137975	9635	uc001dlr.5	Q9UQC9	604003	
HGNC:2018	CLCA4	1	1p22.3	ENSG00000016602	22802	uc009wcs.4	Q14CN2	616857	353921
HGNC:29675	CLCC1	1	1p13.3	ENSG00000121940	23155	uc021ora.2	Q96S66	617539	
HGNC:17412	CLCF1	11	11q13.2	ENSG00000175505	23529	uc001okq.4	Q9UBD9	607672	159242
HGNC:2019	CLCN1	7	7q34	ENSG00000188037	1180	uc003wcr.2	P35523	118425	119447
HGNC:2020	CLCN2	3	3q27.1	ENSG00000114859	1181	uc003foi.4	P51788	600570	226047
HGNC:2021	CLCN3	4	4q33	ENSG00000109572	1182	uc003ish.4	P51790	600580	
HGNC:2022	CLCN4	X	Xp22.2	ENSG00000073464	1183	uc004csy.5	P51793	302910	461754
HGNC:2023	CLCN5	X	Xp11.23	ENSG00000171365	1184	uc004dos.2	P51795	300008	119453
HGNC:2024	CLCN6	1	1p36.22	ENSG00000011021	1185	uc001ate.6	P51797	602726	
HGNC:2025	CLCN7	16	16p13.3	ENSG00000103249	1186	uc002clv.4	P51798	602727	119462
HGNC:2026	CLCNKA	1	1p36.13	ENSG00000186510	1187	uc001axu.4	P51800	602024	159370
HGNC:2027	CLCNKB	1	1p36.13	ENSG00000184908	1188	uc001axx.6	P51801	602023	119467
HGNC:2032	CLDN1	3	3q28	ENSG00000163347	9076	uc003fsh.4	O95832	603718	119470
HGNC:2041	CLDN2	X	Xq22.3	ENSG00000165376	9075	uc004emq.2	P57739	300520	
HGNC:2045	CLDN3	7	7q11.23	ENSG00000165215	1365	uc003tzg.4	O15551	602910	
HGNC:2046	CLDN4	7	7q11.23	ENSG00000189143	1364	uc003tzh.2	O14493	602909	
HGNC:2047	CLDN5	22	22q11.21	ENSG00000184113	7122	uc062bmp.1	O00501	602101	
HGNC:2048	CLDN6	16	16p13.3	ENSG00000184697	9074	uc002csu.5	P56747	615798	
HGNC:2049	CLDN7	17	17p13.1	ENSG00000181885	1366	uc002gfn.5	O95471	609131	
HGNC:2050	CLDN8	21	21q22.11	ENSG00000156284	9073	uc002ynu.3	P56748	611231	
HGNC:2051	CLDN9	16	16p13.3	ENSG00000213937	9080	uc010uwo.1	O95484	615799	
HGNC:2033	CLDN10	13	13q32.1	ENSG00000134873	9071	uc001vmh.3	P78369	617579	
HGNC:8514	CLDN11	3	3q26.2	ENSG00000013297	5010	uc003fgx.4	O75508	601326	
HGNC:29648	CLDN11CL	3	3q26.2						
HGNC:2034	CLDN12	7	7q21.13	ENSG00000157224	9069	uc003ukr.4	P56749	611232	
HGNC:2035	CLDN14	21	21q22.13	ENSG00000159261	23562	uc002yvo.2	O95500	605608	166812
HGNC:2036	CLDN15	7	7q22.1	ENSG00000106404	24146	uc003uyh.2	P56746	615778	
HGNC:2037	CLDN16	3	3q28	ENSG00000113946	10686	uc003fsi.3	Q9Y5I7	603959	120625
HGNC:2038	CLDN17	21	21q21.3	ENSG00000156282	26285	uc011acv.3	P56750	617005	
HGNC:2039	CLDN18	3	3q22.3	ENSG00000066405	51208	uc003erp.2	P56856	609210	
HGNC:2040	CLDN19	1	1p34.2	ENSG00000164007	149461	uc001chu.3	Q8N6F1	610036	120628
HGNC:2042	CLDN20	6	6q25.3	ENSG00000171217	49861	uc003qql.2	P56880		
HGNC:2044	CLDN22	4	4q35.1	ENSG00000177300	53842	uc010isa.2	Q8N7P3		
HGNC:17591	CLDN23	8	8p23.1	ENSG00000253958	137075	uc003wsi.4	Q96B33	609203	
HGNC:37200	CLDN24	4	4q35.1	ENSG00000185758	100132463	uc021xva.1	A6NM45		
HGNC:37218	CLDN25	11	11q23.2	ENSG00000228607	644672	uc009yyw.2	C9JDP6		
HGNC:51259	CLDN34	X	Xp22.2	ENSG00000234469	100288814		H7C241		
HGNC:1322	CLDND1	3	3q11.2	ENSG00000080822	56650	uc003dss.4	Q9NY35		
HGNC:28511	CLDND2	19	19q13.41	ENSG00000160318	125875	uc002pwi.1	Q8NHS1		
HGNC:24355	CLEC1A	12	12p13.2	ENSG00000150048	51267	uc001qxb.4	Q8NC01	606782	
HGNC:24356	CLEC1B	12	12p13.31-p13.2	ENSG00000165682	51266	uc001qwu.5	Q9P126	606783	
HGNC:24191	CLEC2A	12	12p13.31	ENSG00000188393	387836	uc009zhc.2	Q6UVW9	612087	
HGNC:2053	CLEC2B	12	12p13.31	ENSG00000110852	9976	uc001qwn.4	Q92478	603242	
HGNC:14351	CLEC2D	12	12p13.31	ENSG00000069493	29121	uc001qwg.4	Q9UHP7	605659	
HGNC:21969	CLEC2L	7	7q34	ENSG00000236279	154790	uc010lnd.4	P0C7M8		
HGNC:2052	CLEC3A	16	16q23.1	ENSG00000166509	10143	uc002ffh.6	O75596	613588	
HGNC:11891	CLEC3B	3	3p21.31	ENSG00000163815	7123	uc003cok.5	P05452	187520	
HGNC:13257	CLEC4A	12	12p13.31	ENSG00000111729	50856	uc001qtz.1	Q9UMR7	605306	
HGNC:13258	CLEC4C	12	12p13.31	ENSG00000198178	170482	uc001qth.1	Q8WTT0	606677	
HGNC:14554	CLEC4D	12	12p13.31	ENSG00000166527	338339	uc001qun.4	Q8WXI8	609964	
HGNC:14555	CLEC4E	12	12p13.31	ENSG00000166523	26253	uc001quo.2	Q9ULY5	609962	
HGNC:25357	CLEC4F	2	2p13.3	ENSG00000152672	165530	uc002shf.4	Q8N1N0		
HGNC:24591	CLEC4G	19	19p13.2	ENSG00000182566	339390	uc002mhp.4	Q6UXB4	616256	
HGNC:13523	CLEC4M	19	19p13.2	ENSG00000104938	10332	uc010dvt.3	Q9H2X3	605872	
HGNC:2054	CLEC5A	7	7q34	ENSG00000258227	23601	uc003vwv.1	Q9NY25	604987	
HGNC:14556	CLEC6A	12	12p13.31	ENSG00000205846	93978	uc001qum.2	Q6EIG7	613579	
HGNC:14558	CLEC7A	12	12p13.2	ENSG00000172243	64581	uc001qxf.4	Q9BXN2	606264	225288
HGNC:26705	CLEC9A	12	12p13.2	ENSG00000197992	283420	uc001qxa.4	Q6UXN8	612252	
HGNC:16916	CLEC10A	17	17p13.1	ENSG00000132514	10462	uc002gej.4	Q8IUN9	605999	
HGNC:10576	CLEC11A	19	19q13.33	ENSG00000105472	6320	uc002psy.4	Q9Y240	604713	
HGNC:31713	CLEC12A	12	12p13.31	ENSG00000172322	160364	uc001qwq.3	Q5QGZ9	612088	
HGNC:31966	CLEC12B	12	12p13.2	ENSG00000256660	387837	uc001qwz.3	Q2HXU8	617573	
HGNC:19832	CLEC14A	14	14q21.1	ENSG00000176435	161198	uc001wum.3	Q86T13	616845	
HGNC:29013	CLEC16A	16	16p13.13	ENSG00000038532	23274	uc059qub.1	Q2KHT3	611303	
HGNC:34520	CLEC17A	19	19p13.12	ENSG00000187912	388512	uc010dzn.3	Q6ZS10	616838	
HGNC:30388	CLEC18A	16	16q22.1	ENSG00000157322	348174	uc010vlo.3	A5D8T8	616571	
HGNC:33849	CLEC18B	16	16q23.1	ENSG00000140839	497190	uc002fct.4	Q6UXF7	616572	
HGNC:28538	CLEC18C	16	16q22.1	ENSG00000157335	283971	uc059wnv.1	Q8NCF0	616573	
HGNC:34522	CLEC19A	16	16p12.3	ENSG00000261210	728276	uc002dga.6	Q6UXS0		
HGNC:34521	CLEC20A	1	1q25.2	ENSG00000188585	400797	uc057nok.1	Q6ZU45		
HGNC:24462	CLECL1	12	12p13.31	ENSG00000184293	160365	uc001qwj.4	Q8IZS7	607467	
